user,location,text
LuisAlberto3P,"Salamanca, España","¿Todavía no han nombrado a Mónica Lalanda ""Defensora del Personal Sanitario""? #COVID19 https://t.co/jtuYaqK2Z7"
VertienteGloba1,Mexico,"#Enterate La Delegación de la @CMIC_Tabasco, hizo entrega este miércoles de un donativo de 700 cubre bocas a la Sec… https://t.co/sjEyOfgvOF"
ZeitgeistDoktor,Las Pleyades,@cevalloslaura @HLGatell @MD_HO_DrAaronFC @DraAleMont @lIIIlI0Il0I10lI @drmanuelortho @Katsuragui @EllaCantaloupeH… https://t.co/fudIsh3PIV
IntoleranciaID,contacto@intoleranciadiario.com,"#Politica 🔴 Los siete integrantes de la Comisión de Bienestar Social del @CongresoPue, realizaron la sesión pública… https://t.co/i40oqqvu3U"
EmmaMontserrat1,,Conoce el impacto y las oportunidades que la pandemia del #Covid19  gracias a los webinars gratuitos de la… https://t.co/UoSuuBZFhT
mecanicacaracol,Bilbao,"Investigadores de @TeknikerOficial y @DIPCehu explican sus proyectos ( respirador automático, antiviral) para dar r… https://t.co/sxc24C6ojg"
JuanSebasCabral,Asunción - Paraguay,Ayer conversaba con @quintana_juli de @elsurti sobre nuestra opinión y postura como @FundacionVencer hacia los crec… https://t.co/REGtpMZ3tW
SergioAlvarezDR,Colombia,"#Covid19
No les pasa que viven en Latinoamérica y constante mente se preguntan ¿Qué nos mata primero el… https://t.co/5afyzAIGaW"
eltelevisero,,"Aitana Sánchez Gijón denuncia una ""estafa"" tras sufrir el coronavirus: ""Indecencia"" #COVID19 https://t.co/sleKMaw7Ga"
heroes_en_casa,,"Si tu resultado de la autoevaluación es: Riesgo Bajo. Por ahora no presentas síntomas de Covid-19. Sin embargo, deb… https://t.co/rljl1SqKk1"
sigmaasistencia,"Bogotá, D.C., Colombia","¿Conoces los productos que estas utilizando para la limpieza y desinfección? 

#Covid19 #SigmaAsistenciaEnCasa… https://t.co/FyZenEnoal"
AndreaObaid,Santiago de Chile,Si en Chile hay dos variantes del virus #SARSCoV2 (Europa y Asia) que produce el #covid19 entonces me puedo contagi… https://t.co/oP0qhsL1YL
PachaRuiz,En algún lugar d un gran país ,ptm estamos valiendo pito cada día más #COVID19 https://t.co/NwSlolKZeT https://t.co/yHTDGMSUae
Daco_Dana,"A Coruña, Galicia","Todo lo que cantas haces,  puro arte, en los momentos tan duros qué estamos viviendo, nos regala éste tema, ha que… https://t.co/wLUz7GRkdD"
pedroefm,Cuba,"Siguen las cortinas de humo con respecto a #China y lo q pudo o no prevenir al resto del mundo, para ocultar el des… https://t.co/Eos4zK7Aq3"
alesanz_u,Loja,"🛑 ACTUALIZACIÓN 🛑

#CoronavirusLoja #COVID19 

La Gobernación de la Provincia de  Loja de  informa sobre la situaci… https://t.co/2wJT8qUg8q"
daviddelapaz,Latinoamerica,"En medio de la crisis de la #COVID19, la reanudación del servicio de carga #China-#Europa tiene un importante signi… https://t.co/fsX5jEy2rY"
TvnoticiasRD,"National District, Dominican R","Estudio revela personas con COVID-19 pueden contagiar tres días antes de mostrar síntomas.
https://t.co/hPHqQWSvZM… https://t.co/hNug3ekCrE"
eatrightPRO,Chicago,Estos recursos se alinean con los mensajes del @CDCgov y ofrecen información basada en la ciencia sobre el apoyo a… https://t.co/xfDksJ2Pa8
cmicgto,León Guanajuato,"📢#URGENTE 👷‍♀️👷‍♂️ Ponemos a tu disposición el 🔴PROTOCOLO DE CONTENCIÓN DEL #COVID19 EN OBRAS DE CONSTRUCCIÓN 🔴🏗

📍… https://t.co/OmLY9tw1Tf"
adraparaguay,"Asuncion, Paraguay",#COVID19 | @adraparaguay se reúne con representantes del @msaludpy con el objetivo de coordinar el desarrollo de ac… https://t.co/AXKFwGOqci
CHernandezGB,"Washington, DC",Comparto nuestro evento con el Presidente @IvanDuque. Hablamos sobre las estrategias del gobierno para afrontar la… https://t.co/Dy1B6CSug7
lasillarota,"México, Distrito Federal","Accidentes viales durante marzo, el reporte pese a una CDMX semi-vacía por el #Covid19 #IR https://t.co/cW1lSQz533"
ODepende,,"👉""Yo tengo mucha suerte de tener jardín en mi casa"". No, ésto no es un jardín....es una DEHESA. 🙄👇#COVID19 https://t.co/4P9IEC4K6a"
ChalecosAmarill,,"📽🆘️🆘️🆘️ #Honduras Recibimos este terrible video. #COVID19 ☣

🛑Exigimos a .@COPECO_HONDURAS y a las Fuerzas Armadas… https://t.co/NUFgiXBkhg"
ExpPolitica,México,La mayoría de los niños piensa que es necesario cuidarse y lavarse las manos para protegerse del coronavirus… https://t.co/9stONaZuxM
fortalecemos,Mexico,"En tiempos de #Covid19 es importante conocer las causas que motivan a las personas a donar a las OSC, para mejorar… https://t.co/HMiyMS4MO2"
CanalCaribeCuba,Cuba,"#CanalCaribe 📺 | Unidades de Prevención y de Tropas Especiales de las FAR de la provincia de #Guantánamo, de conjun… https://t.co/bsyN4RUmI5"
g_asensiomonica,"Bilbao, España","Cómo pueden seguir acaparando los telediarios las altas hospitalarias 
                    🙋🏽‍♀️🙋🏼🙋🏼‍♀️🙋🏽‍♂️🙋🏾‍♀️
c… https://t.co/5Nf6k1CREY"
RenePortilo,"San Miguel, El Salvador","Todos quieren la prosperidad y nadie quiere sufrir por tenerla, pero ¿como se puede crear un arcoíris sin un poco d… https://t.co/ttdYwBYaVm"
davidmurillo24,Honduras,"¿Cual es el rencor social de los médicos que se ha llamado a una brigada de médicos cubanos? 

Los llaman inexperto… https://t.co/JRvY91kEX0"
AnaRent,MTY - CDMX,Secretaría de Salud de #NuevoLeón informa que van 230 casos confirmados de #COVID19 en el Estado. Vamos bien pero por favor #QuédateEnCasa.
compasuniversal,,"Los estupidos, embaucadores, ambiciosos, comunistas y socialistas se pasaron Enero, Febrero y medio Marzo hablando… https://t.co/CbSMAiZbWR"
diariolainfo,"Poza Rica, Veracruz, México","#pozarica ¿Cómo ven?

Ayuntamiento de Poza Rica rico y seguro, con pueblo... Con pueblo...¿Qué? ¿Pobre y en riesgo… https://t.co/RPTsy3cIAM"
oscarmozart,Sudamérica,@CathyJuvinao ¿Cómo cuando dijo que recibiendole ayuda a Venezuela ya se habrían hecho 200 millones de pruebas #Covid19 ?
brunicip,Ecuador,A cuidarnos todos! #brunicip #LaEtiquetaParaTuEstilo #covid19 #saludecuador  #mascarillasguayaquil… https://t.co/MdmBzKYGoy
LaCapitaldeHond,,"#Covid19 #QuedateEnCasa
 *AMDC continúa los operativos de prevención del coronavirus*  

 Varios operativos de prev… https://t.co/BZ3ZmKxZWG"
RubenGlezAmoedo,Barcelona,"Aún es pronto para hablar de burbuja en biotechs francesas que se están viendo beneficiadas por el #COVID19.

Es ci… https://t.co/YGGvMDCQzx"
Daniel_Ascre,"Venezuela, Aragua","#COVID19 #EEUUPotenciaPandemica El criminal cartel de Trump, sigue buscando distraer a la opinión pública de su des… https://t.co/448MGMLAie"
McWayneee,,Me estoy dando cuenta que muchos de nosotros los hombres tenemos este reto de ver qué tengo nos crece la barba dura… https://t.co/eqSOjHxkmK
CamiTrinanes,"Almirante Brown, Argentina",#AHORA excelente charla sobre 'Hacinamiento en los lugares de detención' en el contexto de la pandemia #COVID19… https://t.co/5g7HfyA6IO
juancbaruja,,"12 kg carnaza
15 Kg fideo
3 Kg Tomate 
3 Kg Cebolla.
3 Kg Locote
10 Kg de panificado
1 litros de aceite
6 cabeza de… https://t.co/DzxDPhPMbK"
rominita__ar,"Buenos Aires, Argentina",Crees que la práctica de  una paja previa a responder las publicaciones que no te gustan evitaría que la gente se a… https://t.co/r62Dow6hM5
JCarlosMedranoM,México,Personal del H. C. de @Bomberos_GobOax realizó la limpieza y sanitización del Hospital Civil; acciones que reafirma… https://t.co/AB0s0moFGB
TW_Honduras,Honduras,#TaiwanCanHelp se enorgullece por formar parte de la gran causa promovida por el Presidente @JuanOrlandoH en el sec… https://t.co/hakOVDpStT
Azuesgenial,,"@elmonaguillo q puntazos más buenos tienes. En el juego de pedir un deseo egoísta, dijiste q pedirías sudar jabon,… https://t.co/JHXiPJyg4h"
ViceVenezuela,Caracas - Venezuela,"#Entérate || El Vicepdte. Sectorial, @jorgerpsuv, que en las últimas 24 horas se registran cuatro nuevos casos de… https://t.co/eSddZGSccL"
IsisG2,Oaxaca de Juárez,"#SNTEsalud ⚕ 

Diviértete 😀 y reta a tu familia 😎 en esta #Cuarentena #Coronavirus 🦠 Muestra tu habilidad, rapidez… https://t.co/XC2HT7YFVm"
LucreCruz,,"#Cuba António Guterres, Secretario General de la ONU, felicitó este martes a los periodistas y comunicadores del mu… https://t.co/KqaZCL5W8q"
datosnomitos,,"LATAM #COVID19
Aumento Fallecidos Semanal
M07 a M14

HAI🇭🇹+200%
MEX🇲🇽+166%
COL🇨🇴+154%
BRA🇧🇷+123%
PER🇵🇪+115%
CHI🇨🇱+1… https://t.co/fRDFuKCUYA"
IrlandaJerez,,"@nayibbukele Principalmente con la ayuda de Dios todopoderoso, siga derramando abundante sabiduría.
Nuestro país en… https://t.co/7Mmqw0HRwL"
Aroguden,Barquisimeto-Venezuela,"MAPA Las muertes por #COVID19, la enfermedad que provoca el #Coronavirus de #Wuhan, superan las 30.000 en… https://t.co/tVNdCmJZvE"
PJCDMX,Niños Héroes Núm. 132,"#SabíasQue Ante la actual contingencia sanitaria por #Covid19, en el #PJCDMX hemos realizado más de 620 audiencias… https://t.co/aD4TkyFZJf"
Salovna1,,"Necesitamos 🆘 TEST xa detectar 🦠 #COVID19 dentro de #sosprisiones tanto a internos como a trabajadores, la situació… https://t.co/aaWyyGeA7r"
MoisesManzanoM,Cataluña - España - Europa,"Gracias a ese #servicio de #Limpieza otro gran pilar en estos momentos.
#COVID19 #QuedateEnCasa https://t.co/6Ijrrn286Z"
Roberto_Dubon,"San Salvador, El Salvador",👨🏻‍⚕️🧑🏻‍⚕️👩🏻‍⚕️ || Héroes contra el #COVID19 https://t.co/gegbtJzupA
aciprensa,,.@Confepiscopal agradeció a los periodistas y comunicadores por su trabajo durante la crisis del coronavirus… https://t.co/ICaRSUyxSH
vanguardiamx,"Saltillo, Coahuila",#Internacional | #coronavirus 😷 Los hospitales ubicados en las zonas conflictivas del #COVID19 están luchando para… https://t.co/c6zJH09OcP
cubacooperaveNE,Nueva Esparta,Brigada Médica Cubana en Nueva Esparta: pesquisa casa a casa dando charlas sobre la covid-19 para que la población… https://t.co/b3sDTGP6kC
PLenPeru,Lima,"#YoMeQuedoEnCasa pero mientras tanto pueden comprobar en ""Observatory on Border Crossings Status"" cuál es la situac… https://t.co/uFfVkLJFWC"
LuciaAntonio17,,"@alfredodelmazo #CuidemosTodosDeTodos 
Evitemos la propagacion del #COVID19"
IsisG2,Oaxaca de Juárez,"#SNTEsalud ⚕ 

Anótalo 📝 y tómalo en cuenta ✔️ El agua caliente destruye el #Coronavirus #COVID2019 🦠 Ok 😉 Comparte… https://t.co/EHvH9hWjaO"
CiudadanoCompr2,España,"@elmundoes Además, importante concienciar a la población y un transporte público más habitual con limitación de afo… https://t.co/zOfVLs5Lfz"
juancbaruja,,"#AlmuerzoEnTuBarrio  
Para la Cñia Cerro León de #Paraguarí aprox.  150 personas de esta comunidad serán beneficiad… https://t.co/AHCXtVOePV"
Alejopais,,@QuimTorraiPla mira que buena idea!! #VivaEspaña #COVID19 #GobiernoDimision #EspanaTeEspera https://t.co/SlHn5Yre5f
Ro_Samanta,"Córdoba, Argentina",Detesto a los machistas. #COVID19
SimonJCCor,"Guerrero, México","Son simples merolicos en crisis de credibilidad que sentían ser los dueños de la economía, la moral y la ""transpare… https://t.co/PQg2zENjk5"
SecPrensaSV,El Salvador,#Ahora || El Gobierno del Presidente @nayibbukele recibió esta tarde en el aeropuerto Internacional de El Salvador… https://t.co/9GDLr0FPfi
BDSMadrid,Madrid,Israel cierra la clínica donde se realizaban tests para detectar #COVID19 en Jerusalén Este. Hacemos un llamamiento… https://t.co/S9u1a6gHE9
lasillarota,"México, Distrito Federal",.@Reinserta pide espacios dignos en reclusorios ante #covid19. Estas son las condiciones en las que viven los inter… https://t.co/EDCCfiJqEE
susanagarant,Madrid,"Para protocolo el que tengo cuando llego a casa después de trabajar en el hospital
#COVID19 #confinados #Enfermeras #enfermeria #hospital"
AntonioJVilela,En la Ciudad de la Furia,"#COVID19 &gt; Es posible que deban mantenerse ciertas medidas de distanciamiento social hasta 2022, porque al levantar… https://t.co/HO4eYCtKXM"
CampuAraya,canaliando  ,contagiados ya que en las #salmoneras trabaja gente de todo #Chile! Siguen viajando en aviones buses hacia… https://t.co/jf32s0lsoq
senafrontpanama,República de Panamá,"Con la finalidad de mantener informada a la ciudadanía, nos acompañó en el Programa ""Fronterizo en tu Comunidad en… https://t.co/Nuvo7x33AF"
jonasattilus,"New Jersey, USA","Perdimos otros 351 New Jerseyanos ayer debido a complicaciones relacionadas con #COVID19.

Ahora hemos perdido a 31… https://t.co/3DPOWmne2e"
EdwardMuay,,"No soy de subir esto, pero esta 👌🏾 #cuarentena #ContigoEnLaManana #IngresoMinimo #COVID19 #SegundaB #TeamASide… https://t.co/5ItELWOuYp"
hoyuelacarlos,Barcelona,"@cdelamor_ entrevistando al pintor (o sabio, según cómo se mire) Antonio López en el @telediario_tve :
-¿Saldremos… https://t.co/juxhwQxkdk"
mizlesalas,Venezuela,No soy fans de @realDonaldTrump pero si apoyo su enfado con @WHO y todo el caos que ha provocado la pandemia del… https://t.co/pF86KdfttD
llsfleursdumal,Ciudad de México.,"Tras la situación de la pandemia, el Fragua 52 no pudo imprimirse.
Pero acá se puede leer de forma digital. Pa quie… https://t.co/70PqnqEfFV"
NavarricoE,,La crisis del  #COVID19 va a mostrar la mezquindad de muchos. https://t.co/obgkx5dz8A
DIFGobPue,"Centro Histórico, Puebla","Con el apoyo alimentario del programa #PueblaContigo, la familia de doña Teodora Flores, radicada en San Miguel Esp… https://t.co/fAVZ4Gwwe2"
BlogDelRegio,México,"El titular de @NlSalud, @DrManueldelaO, dijo que el segmento de edad con mayor número de contagios en el Estado es… https://t.co/0WWjzlXLLn"
PepeClavijoA,Venezuela,"@isnardobravo Parece que ayuda contra el #covid19, es gas del bueno...."
Ladymoniquecoco,Spain,"https://t.co/RL1rygJF16
Pastores evangélicos que arrasan latinoamérica. Son un auténtico cáncer para estas sociedad… https://t.co/rTZnqlHCM5"
Luar5901,,"#EEUU demuestra q es Potencia para tumbar Gobiernos legitimos, robar recursos naturales e imponer su voluntad por l… https://t.co/qx8wXccHRS"
EvidenciaCorona,Argentina,"The Economist: ""La tasa de fatalidad resultante es de 0.1%, similar a la de la gripe estacional. Dicha cifra es inc… https://t.co/0RXdhI7QOo"
Tinkle_ES,Barcelona. Madrid. Spain,Toca recuperar el #UpdateCOVID19 del 14/04 con la selección de noticias más destacadas sobre el estado de alarma po… https://t.co/Bylie7FPvA
reaccioninfo_,"Mazatlán, Sinaloa","ES OFICIAL, Por #COVID19, #Tomorrowland cancela su edición 2020 https://t.co/ppLUOUTdlW"
Jazzcinthya,,#GrupoCeroTelevisión 64 ELLAS CONVERSACIONES DIVERSAS: A QUIÉN CREER https://t.co/AYaJqvFu6y @YouTube #Canal… https://t.co/dAWlPsVkY5
OceanOc79107409,,🇨🇦¿Le resulta difícil hacer frente durante #COVID19? El portal de apoyo de salud mental y uso de sustancias de Well… https://t.co/MP8hPiYPIN
Alejand54710058,,Por favor! !!!!!#COVID19 https://t.co/dlx0gfm8in
EddieVargas_SV,,"El #covid19 provocará afectaciones a la salud mental; provocada por confinamientos, noticias, escasez financiera, d… https://t.co/w0y4tO7Hwx"
MaikaSpain,Altetico Madrid,#PSOE #COVID19  la política de estos CON CJN MASCULINA.QUE FEMINISMO OYE! https://t.co/N1X7ND3fXB
MintrabAysen,"Lillo 120, Coyhaique",🎙AHORA: Seremi @AndreaPonceOliv conversa con Eduardo en #SentidoComún de @Ventisqueros sobre la nueva ley… https://t.co/EB8hH9SycM
OvandyCamilo,Republica Dominicana,"Bueno... Que dice usted?
Dentro de poco habrá que darle cédulas para que voten.
_
#mequedoencasa… https://t.co/x0jve4IZoc"
DLPEspana,España,Todos sabemos lo poco fiable que es la palabra de Pedro Sánchez. Pero hay más de 18.600 muertos por #COVID19 y los… https://t.co/fEzPhPbPkC
oromartv,Manta - Manabí - Ecuador,"#Quito | En medio del confinamiento por el #COVID19, bomberos llevaron un poco de alegría a los hogares de familias… https://t.co/kyz5jg5Fgi"
Trinidad_cc,"Madrid, España","Seguimos con este aplauso diario, porque esta batalla se gana con la constancia,  cada uno desde su puesto, "" somos… https://t.co/jLxVgcE1hz"
nataliauci16,,AHORA || la @universidad_uci un enjambre de jóvenes y menos jóvenes cumpliendo con nuestro deber. #SomosUCI 💯% cone… https://t.co/ZZUCLZTKSG
diariodeburgos,"Burgos, España",".@PSOEBurgosLocal, @CsBurgosCiudad y @PodemosBurgos critican la ""deslealtad"" del @PPBurgosCiudad sobre el homenaje… https://t.co/XVMxqLs2o0"
jesushernandeze,...y más vueltas,Según el @PSOE la respuesta a la pregunta del #CIS: “Respecto a las medidas que se han adoptado en España para comb… https://t.co/0yZvL9bjvK
Invasorpress,Cuba,"Hoy, de los 48 confirmados, 10 no tenían fuente de infección precisa; ayer fueron 17, antes de ayer 7… el número si… https://t.co/CSipdAg3km"
teleamazonasec,"Quito, Ecuador",#COVID19 | Te compartimos algunos datos sobre el virus que ha causado la #Pandemia2020 https://t.co/bphNHTVfDg
ladocarmo,Punta del Este,#AHORA Maldonado suma el caso 18 de #COVID19 Más en https://t.co/W5K0uZ2B2n (@fmgenteradio @alexiscadimar )
sagaluz,"Madrid, España","#Francia. 📹#Vídeo Así suenan las campanas de la catedral de #NotreDame un año después de su devastador incendio. 
L… https://t.co/9rwWRzvS0K"
YABTs,Washington DC,¡La fecha se acerca! 🗓 Participa en el Mega Hangout Latinoamericano organizado por @el_BID para compartir informaci… https://t.co/nDP7HkKOZz
alvaroifr,Behind the scenes.,"Es útil una Airfryer? Pienso que con un rociador de aceite y el horno bien caliente es suficiente, pero estoy abier… https://t.co/xeExJ1SxsS"
CESAP_AC,Venezuela,"#URGENTE | Ante la situación de emergencia sanitaria que actualmente vivimos a causa del #COVID19, es necesario con… https://t.co/osQODMDSRF"
esprimero1,España,@vox_es @MartaNebot Una vendida a las subvenciones del gobierno no tiene capacidad intelectual para ofender. Simple… https://t.co/tnQujFMuVT
CUCosta,"Puerto Vallarta, Jalisco, MX",¿Estás usando bien el cubrebocas? Colocártelo y retirarlo de forma adecuada evitará riesgos de contagio por… https://t.co/feIR0awgR9
DatosCoronavir1,,"Del 11 al 20:
11:Brasil🇧🇷-28.320
12:Canadá🇨🇦-28.205
13:Países Bajos🇳🇱-28.153
14:Suiza🇨🇭-26.336
15:Rusia🇷🇺-24.490
16… https://t.co/8HmvvpKe0j"
asieranzo,Madrid-Bilbao,Mejores noticias... El Gobierno pondrá en marcha el ingreso mínimo vital a partir de mayo. La medida la trabajarán… https://t.co/eSoobm8Adb
1330am,Asunción-Paraguay,"@NMNV1330am  en 📞 Daniel Fernández, analista uruguayo radicado en Chile  conversando con @CamiloFilartiga y… https://t.co/Sj0paT2np4"
NlCovid,,"Los casos confirmados de #Covid19 en #NuevoLeón están en:
#Cdmx-2
#Tamaulipas-3
#Coahuila-4
#CiénegadeFlores-1… https://t.co/MtWMpYtW7W"
_xavy_,"Neuquén, Argentina",#Instagram lanzó (en EEUU) stickers para #PyMES con las que usuarios puedan pedirles productos a domicilio o compra… https://t.co/GAbqcHpTWU
DPdelinterior,Villa Mercedes (San Luis),#SanLuis #Argentina 🇦🇷 #UCR #Salud #cuarentena #CoronavirusEnArgentina #coronavirus #COVID19argentina #Covid19… https://t.co/5H4SiJ3ukt
MorelosCongreso,Cuernavaca Morelos,El Dip. @JosLuisGalind17 presidente de la Comisión de Salud del @MorelosCongreso reiteró el llamado a quedarse en c… https://t.co/y1D7sMWJkU
NataliaVerdad,"Valencia, España",Ya están casi listas las mascarillas que ha encargado España para el #COVID19 Por fin !! Gracias https://t.co/2Gwrz8fAYd
tiobati,,Bonito homenaje al bueno de Antonio... #DEP y cuida de nosotros desde ahí arriba #TESvisible #COVID19 https://t.co/TRefUQgOWI
EvaJimenez841,"Girona, Catalunya","Trump congela los fondos a la OMS.
#COVID19
https://t.co/FvX6DMFQSR"
maquiflu,Rgua - Stgo,"Para toda la gente de viña!!!
Aprovechemos los recursos mantengámonos informados y consultemos ante las dudas… https://t.co/FTY0yUcJvb"
MoisesManzanoM,Cataluña - España - Europa,@pablocasado_ Coño Pablo leo el principio de tu #Twitter hasta llegar a los  ...(puntos suspensivos). Y lo primero… https://t.co/Uov3ty5u1m
ivanpantic1980,,Importantes reflexiones de @cvelayos sobre algo que vendrá en breve: la recuperación de los que han sobrevivido a l… https://t.co/gZ0XuvwnEV
Rapboy24,PR,#COVID19  Trayectoria 🙆🏼‍♂️🦠⚠️💰 #AmericanVirus #coronavirus #COVID19PR https://t.co/pUR486cI0r
Eretz48,R.O.U,Equipos de científicos de todas partes del mundo llegan a #Uruguay ante la posibilidad de que el #COVID19 infecte a… https://t.co/GNE21UsfFF
PsoeBadajozCEP,"Badajoz, España","⏩Un 97,3% de la ciudadanía respalda las medidas adoptadas por el Gobierno para frenar la crisis del #COVID19.… https://t.co/4CssmQhdEv"
Reichel_zgz,"Zaragoza, España",Pues eso #COVID19 #coronavirusEspana #España #espanacoronavirus #YoMeQuedoEnCasa #EstadoDeAlarma… https://t.co/bl3ulohOj7
jusapolsantiago,"Santiago de Compostela, España",@alhucema66 @OpositorGC @jusapol @jucilnacional @JupolNacional @anadebande @UPYD @G_MendezL @vox_es @Macarena_Olona… https://t.co/s7xq062JAP
byFoodtopia,Spain,"El coronavirus es una oportunidad para el cambio social, un indicador del fracaso del capitalismo, un punto de infl… https://t.co/HGyRxWCbNX"
marieladerechos,Venezuela,"Señores un tornillo no se atornilla solo, necesita que lo ayuden lo sostengan y le den vueltas y eso toma tiempo y… https://t.co/sjbcNT8Wh3"
Cheryl_AT,"Tijuana, BC, México",Para quienes viven y/o trabajan en #SanDiego. El Condado de San Diego lanzó una plataforma que da seguimiento a cas… https://t.co/UNWMA32lUH
alanasociados,,Sobre la situación en los establecimientos penitenciarios durante la emergencia por el #Covid19  #Cárceles… https://t.co/Dwploagz5I
Andreacientodos,Zaragoza ,"@juanrallo Basándonos en que antes de todo esto estabamos en periodo de recesión económica, y que en estos momentos… https://t.co/IJoRtU371m"
PadreMiguelTuc,Ciudad Autónoma de Buenos Aire,"La 
@Arqui_Puebla
 informó que dos sacerdotes fallecieron debido al coronavirus #COVID19. Son los primeros presbíte… https://t.co/IdDk1BAZA4"
Veronic21128303,,"Mira @mhonividente como le
Estan tirando a #Trump que no actúo rapido con la #Pandemia #COVID19 y le llamo un #Hoax… https://t.co/imAvbqUZTD"
DaabonOrganics,Colombia,"#DaabonSiguePorTi
🧼
Seguimos recorriendo el departamento, brindando la principal herramienta de proteccion para afr… https://t.co/nsYNPagXk7"
CamilaMuslera1,Venezuela,"@simon1855 Todo muela! Tienen que trabajar por un mejor sistema electoral, con mejor tecnología.… https://t.co/vMlj4Nt9Hc"
AGiraudG,Maracay,Y que dice de los bajones eléctricos que se vienen sucediendo todas las tardes en #Maracay que dañan nuestros  elec… https://t.co/7IONUfjtWE
JoseUso,"Valencia, Spain","Jose Usó Top story: @PSOE: '✅ Un 97,3% de la ciudadanía respalda las medidas adoptadas por el Gobierno para frenar… https://t.co/lAuhR8Srh7"
CruzRojaMislata,"Mislata, España",Gracias a Estiu por donarnos una gran variedad de alimentos congelados para un buen menú a familias en dificultad e… https://t.co/xJn34o1WLM
teleSUR_Cuba,La Habana,Video: Cuba implementa medidas para el sector bancario ante la pandemia https://t.co/utFoDO2D4k #COVID19 #Coronavirus
jlcasal,Madrid / NYC / Betanzos,"Los países están utilizando #apps y redes de datos para vigilar la #pandemia

... y ya que estamos, a sus ciudadano… https://t.co/hlRSiWYYAl"
Bienestar_Pue,,Llama el Gobernador @MBarbosaMX a hacer equipo ya que el 70 por ciento de los casos de #COVID19 se atienden a travé… https://t.co/VFPjFJhrNR
caracusmx,Mexico City,Diputados urgieron a #AMLO concentrarse en atender la #pandemia por #Covid19 y dejar a un lado sus proyectos políti… https://t.co/kTJtx5BYfp
proceso,México,Aunque el PAN rechazó en su momento el planteamiento de Andrés Manuel @lopezobrador_ a los partidos de entregar la… https://t.co/4BBopC4VZR
NTRGuadalajara,"Guadalajara, Jalisco","La Organización Internacional para las Migraciones, hizo un llamado para obtener 499 mdd, para llevar acciones a 14… https://t.co/laaAjr4k4W"
TUDNMEX,México,"Hay contagiados por coronavirus entre los Chargers

#NFL | #Chargers | #COVID19

https://t.co/jy6m8Q1OzW"
diario1_sv,El Salvador,"Fármacos usados para pena de muerte pueden salvar a pacientes con #COVID19 
https://t.co/3RoaV4VZNp https://t.co/ZfS1shHbk0"
Planoinforma,"San Luis Potosí, México",Ya suman 15 los establecimientos comerciales que han sido clausurados por no atender las medidas de prevención sani… https://t.co/YVQ2D0jhFK
santiagopinzong,Colombia,"El impacto, el poder que puede generar invertir en la #EconomíaDigital por efecto del #COVID19 via @wef… https://t.co/hnXYExZTIy"
Hispantv,Teherán,Moscú y Damasco piden a la comunidad internacional que aumente la presión sobre Washington para levantar las sancio… https://t.co/XDlocYtzIR
MirandaZorita,Pinar del Río ,"#PinardelRío #Cuba #COVID19 #CubaEduca 
Desde casa, universitarios pinareños continúan el estudio individual… https://t.co/ax2RsjDl36"
MaikaSpain,Altetico Madrid,#PSOE #COVID19 Radical su palbra favor... https://t.co/RWb61VJssP
joseluismolina5,Mexico,Mapa para cada uno de los municipios de México con casos de COVID-19 #COVID19mx #COVID19 #SARSCoV2… https://t.co/dJ6h0yd15n
Analisis71,,@ScotiabankMX Que lastima que los usuarios que tienen hipoteca con este banco no tengan forma de ayudarlos ante la… https://t.co/dDcueWNzo5
CamiloL06048705,,@Uaesp En tiempo de crisis de quién será este negocito?...calle 13   más de 300 pendones.Quien controla estos contr… https://t.co/gdrhA1vLuG
DrDMunguiaTorax,Ciudad de México,"Cuida tu salud ante el #COVID19 

Dr. Daniel Munguía 
Cirujano Torácico
 55 6317 2092
Ced. 6323600
#CirugíaTorácica… https://t.co/SlIPIGH6vu"
robertogarcia_h,México,Para información acerca de #ManejoCadaveres por #COVID19 consulta a ANDF Asociacion Nacional de Directores de Funerarias A.C.
DREAMPERRYDARK,"Carmen, Campeche","En tiempo de cuarentena, así se encuentra el santuario de los delfines #IslaAguada #COVID19 #CoronavirusMx https://t.co/0RHPLsGAZU"
YoHagoFotos,Andaluz,Me dan más miedo mis vecinos que el #COVID19
BlogDelRegio,México,"⚠️#ÚltimaHora: La @NlSalud informó que se registran ya 230 casos positivos de coronavirus en el Estado, 147 confirm… https://t.co/F7cYuSUFIi"
Analisis71,,@ScotiabankMX Que lastima que los usuarios que tienen hipoteca con este banco no tengan forma de ayudarlos ante la… https://t.co/jQfsMIt9Re
CanalCaribeCuba,Cuba,"#CanalCaribe 📺 | La @opsoms  actualiza su estrategia para detener la pandemia de la #COVID19😷, que hasta la fecha s… https://t.co/fK9HvDJkiw"
MissFontalba,"Milán, Lombardía","No quiero que regresemos a la normalidad, quiero que regresemos  siendo mejores...

#Cuarentena #Italia #COVID19 https://t.co/iJ44dhtkFs"
HRegionalMalaga,"Málaga, España",Nuestros profesionales de Salud Mental e @ibima aplican la telemedicina contra el deterioro cognitivo y el aislamie… https://t.co/l9mPCCLz1K
gorka_orive,"Vitoria-Gasteiz, (Spain)","Kizzmekia Corbett, científica líder del Instituto Nacional de Salud sugiere que podría haber vacuna frente a la… https://t.co/7mDuLucRbx"
mental_poise,"Planetario Lindavista, Gustavo",El combustible de tu ansiedad son tus pensamientos catastróficos 🤔 ¿La estás alimentando?… https://t.co/wRbwsd9NkU
